obsID,SA3,SA8
4286,ter. locomotion,forage
4287,no locomotion,stand
4288,no locomotion,stand
4289,no locomotion,stand
4290,no locomotion,stand
4291,no locomotion,stand
4292,no locomotion,stand
4293,no locomotion,stand
4294,no locomotion,stand
4295,no locomotion,stand
4296,ter. locomotion,forage
4297,ter. locomotion,forage
4298,no locomotion,stand
4299,ter. locomotion,forage
4300,no locomotion,sit
4301,ter. locomotion,forage
4302,no locomotion,stand
4303,ter. locomotion,forage
4304,no locomotion,body care
4305,no locomotion,body care
4306,no locomotion,sit
4307,ter. locomotion,forage
4308,no locomotion,sit
4309,no locomotion,sit
4310,ter. locomotion,forage
4311,no locomotion,body care
4312,no locomotion,body care
4313,ter. locomotion,forage
4314,no locomotion,sit
4315,no locomotion,sit
4316,no locomotion,sit
4317,no locomotion,sit
4318,no locomotion,sit
4319,no locomotion,stand
4320,no locomotion,stand
4321,ter. locomotion,forage
4322,no locomotion,body care
4323,ter. locomotion,forage
4324,ter. locomotion,forage
4325,ter. locomotion,forage
4326,no locomotion,sit
4327,ter. locomotion,forage
4328,ter. locomotion,forage
4329,ter. locomotion,forage
4330,ter. locomotion,forage
4331,no locomotion,stand
4332,no locomotion,body care
4333,ter. locomotion,forage
4334,no locomotion,stand
4335,ter. locomotion,forage
4336,ter. locomotion,forage
4337,no locomotion,sit
4338,ter. locomotion,forage
4339,no locomotion,stand
4340,no locomotion,body care
4341,ter. locomotion,forage
4342,ter. locomotion,forage
4343,no locomotion,body care
4344,no locomotion,stand
4345,no locomotion,stand
4346,no locomotion,body care
4347,ter. locomotion,forage
4348,ter. locomotion,forage
4349,no locomotion,stand
4350,no locomotion,body care
4351,ter. locomotion,forage
4352,ter. locomotion,forage
4353,no locomotion,sit
4354,no locomotion,sit
4355,no locomotion,sit
4356,no locomotion,sit
4357,no locomotion,sit
4358,no locomotion,sit
4359,no locomotion,body care
4360,no locomotion,body care
4361,no locomotion,body care
4362,ter. locomotion,forage
4363,no locomotion,body care
4364,no locomotion,sit
4365,no locomotion,sit
4366,no locomotion,sit
4367,no locomotion,stand
4368,no locomotion,body care
4369,no locomotion,stand
4370,ter. locomotion,forage
4371,no locomotion,stand
4372,no locomotion,body care
4373,ter. locomotion,forage
4374,ter. locomotion,forage
4375,no locomotion,stand
4376,ter. locomotion,forage
4377,ter. locomotion,forage
4378,ter. locomotion,forage
4379,ter. locomotion,forage
4380,no locomotion,stand
4381,ter. locomotion,forage
4382,ter. locomotion,forage
4383,no locomotion,body care
4384,ter. locomotion,forage
4385,no locomotion,sit
4386,ter. locomotion,forage
4387,ter. locomotion,forage
4388,no locomotion,body care
4389,no locomotion,stand
4390,no locomotion,stand
4391,no locomotion,stand
4392,no locomotion,stand
4393,no locomotion,stand
4394,no locomotion,body care
4395,no locomotion,stand
4396,no locomotion,body care
4397,ter. locomotion,forage
4398,ter. locomotion,forage
4399,ter. locomotion,forage
4400,ter. locomotion,forage
4401,ter. locomotion,forage
4402,no locomotion,body care
4403,ter. locomotion,forage
4404,ter. locomotion,forage
4405,no locomotion,sit
4406,ter. locomotion,forage
4407,no locomotion,body care
4408,no locomotion,sit
4409,ter. locomotion,forage
4410,ter. locomotion,forage
4411,no locomotion,sit
4412,no locomotion,sit
4413,ter. locomotion,forage
4414,no locomotion,body care
4415,no locomotion,sit
4416,no locomotion,stand
4417,no locomotion,stand
4418,no locomotion,stand
4419,no locomotion,stand
4420,no locomotion,stand
4421,no locomotion,stand
4422,no locomotion,stand
4423,no locomotion,body care
4424,no locomotion,sit
4425,ter. locomotion,forage
4426,ter. locomotion,forage
4427,ter. locomotion,forage
4428,no locomotion,stand
4429,no locomotion,body care
4430,ter. locomotion,forage
4431,ter. locomotion,forage
4432,ter. locomotion,forage
4433,ter. locomotion,forage
4434,ter. locomotion,forage
4435,ter. locomotion,forage
4436,ter. locomotion,forage
4437,no locomotion,sit
4438,no locomotion,stand
4439,no locomotion,stand
4440,no locomotion,stand
4441,no locomotion,body care
4442,no locomotion,body care
4443,no locomotion,sit
4444,no locomotion,sit
4445,no locomotion,sit
4446,no locomotion,sit
4447,no locomotion,sit
4448,ter. locomotion,forage
4449,ter. locomotion,forage
4450,ter. locomotion,forage
4451,ter. locomotion,forage
4452,no locomotion,body care
4453,ter. locomotion,forage
4454,no locomotion,body care
4455,no locomotion,body care
4456,ter. locomotion,forage
4457,ter. locomotion,forage
4458,no locomotion,sit
4459,ter. locomotion,forage
4460,ter. locomotion,forage
4461,ter. locomotion,forage
4462,no locomotion,sit
4463,no locomotion,body care
4464,no locomotion,body care
4465,no locomotion,body care
4466,no locomotion,body care
4467,no locomotion,body care
4468,no locomotion,stand
4469,no locomotion,stand
4470,no locomotion,body care
4471,ter. locomotion,forage
4472,ter. locomotion,forage
4473,ter. locomotion,forage
4474,ter. locomotion,forage
4475,ter. locomotion,forage
4476,ter. locomotion,forage
4477,ter. locomotion,forage
4478,no locomotion,body care
4479,ter. locomotion,forage
4480,ter. locomotion,forage
4481,ter. locomotion,forage
4482,ter. locomotion,body care
4483,no locomotion,body care
4484,no locomotion,body care
4485,ter. locomotion,forage
4486,no locomotion,body care
4487,no locomotion,sit
4488,no locomotion,sit
4489,no locomotion,sit
4490,no locomotion,stand
4491,no locomotion,sit
4492,no locomotion,sit
4493,no locomotion,body care
4494,ter. locomotion,body care
4495,no locomotion,sit
4496,no locomotion,stand
4497,ter. locomotion,forage
4498,ter. locomotion,forage
4499,no locomotion,body care
4500,ter. locomotion,forage
4501,ter. locomotion,forage
4502,no locomotion,body care
4503,no locomotion,sit
4504,ter. locomotion,forage
4505,no locomotion,sit
4506,no locomotion,sit
4507,ter. locomotion,forage
4508,no locomotion,sit
4509,no locomotion,body care
4510,ter. locomotion,forage
4511,no locomotion,body care
4512,no locomotion,sit
4513,no locomotion,stand
4514,no locomotion,stand
4515,no locomotion,stand
4516,no locomotion,stand
4517,no locomotion,stand
4518,no locomotion,stand
4519,no locomotion,stand
4520,no locomotion,stand
4521,no locomotion,stand
4522,no locomotion,sit
4523,no locomotion,body care
4524,ter. locomotion,forage
4525,no locomotion,body care
4526,ter. locomotion,forage
4527,ter. locomotion,forage
4528,ter. locomotion,forage
4529,ter. locomotion,forage
4530,no locomotion,body care
4531,no locomotion,body care
4532,ter. locomotion,forage
4533,no locomotion,sit
4534,no locomotion,sit
4535,no locomotion,sit
4536,no locomotion,sit
4537,no locomotion,body care
4538,no locomotion,sit
4539,no locomotion,sit
4540,no locomotion,sit
4541,no locomotion,sit
4542,no locomotion,stand
4543,no locomotion,sit
4544,no locomotion,stand
4545,ter. locomotion,forage
4546,ter. locomotion,forage
4547,no locomotion,stand
4548,ter. locomotion,forage
4549,ter. locomotion,forage
4550,no locomotion,body care
4551,ter. locomotion,forage
4552,fly,fly
4553,ter. locomotion,forage
4554,ter. locomotion,forage
4555,no locomotion,stand
4556,ter. locomotion,forage
4557,no locomotion,sit
4558,no locomotion,sit
4559,no locomotion,sit
4560,no locomotion,sit
4561,no locomotion,body care
4562,no locomotion,stand
4563,no locomotion,stand
4564,no locomotion,stand
4565,no locomotion,body care
4566,no locomotion,body care
4567,no locomotion,stand
4568,no locomotion,body care
4569,ter. locomotion,forage
4570,ter. locomotion,forage
4571,ter. locomotion,forage
4572,ter. locomotion,forage
4573,no locomotion,body care
4574,no locomotion,body care
4575,no locomotion,sit
4576,no locomotion,body care
4577,no locomotion,body care
4578,ter. locomotion,forage
4579,ter. locomotion,forage
4580,no locomotion,sit
4581,ter. locomotion,forage
4582,no locomotion,body care
4583,no locomotion,body care
4584,no locomotion,stand
4585,no locomotion,sit
4586,no locomotion,stand
4587,no locomotion,sit
4588,no locomotion,sit
4589,no locomotion,stand
4590,no locomotion,sit
4591,no locomotion,sit
4592,no locomotion,sit
4593,no locomotion,sit
4594,ter. locomotion,forage
4595,ter. locomotion,forage
4596,ter. locomotion,forage
4597,ter. locomotion,forage
4598,no locomotion,body care
4599,ter. locomotion,forage
4600,ter. locomotion,forage
4601,no locomotion,sit
4602,ter. locomotion,forage
4603,ter. locomotion,forage
4604,no locomotion,body care
4605,no locomotion,body care
4606,no locomotion,body care
4607,fly,fly
4608,no locomotion,stand
4609,no locomotion,body care
4610,no locomotion,stand
4611,no locomotion,stand
4612,no locomotion,stand
4613,no locomotion,stand
4614,no locomotion,stand
4615,ter. locomotion,forage
4616,no locomotion,sit
4617,ter. locomotion,forage
4618,ter. locomotion,forage
4619,no locomotion,sit
4620,ter. locomotion,forage
4621,ter. locomotion,forage
4622,ter. locomotion,forage
4623,ter. locomotion,forage
4624,ter. locomotion,forage
4625,ter. locomotion,forage
4626,no locomotion,body care
4627,ter. locomotion,forage
4628,no locomotion,sit
4629,no locomotion,sit
4630,no locomotion,body care
4631,no locomotion,stand
4632,ter. locomotion,forage
4633,no locomotion,stand
4634,no locomotion,stand
4635,no locomotion,stand
4636,no locomotion,stand
4637,no locomotion,stand
4638,ter. locomotion,forage
4639,no locomotion,stand
4640,no locomotion,sit
4641,ter. locomotion,forage
4642,ter. locomotion,forage
4643,no locomotion,sit
4644,no locomotion,sit
4645,no locomotion,sit
4646,no locomotion,body care
4647,ter. locomotion,forage
4648,ter. locomotion,forage
4649,no locomotion,stand
4650,no locomotion,body care
4651,ter. locomotion,forage
4652,ter. locomotion,forage
4653,no locomotion,stand
4654,no locomotion,sit
4655,no locomotion,stand
4656,no locomotion,stand
4657,no locomotion,stand
4658,no locomotion,stand
4659,no locomotion,stand
4660,no locomotion,body care
4661,no locomotion,stand
4662,no locomotion,stand
4663,no locomotion,stand
4664,ter. locomotion,forage
4665,no locomotion,body care
4666,ter. locomotion,forage
4667,no locomotion,body care
4668,ter. locomotion,forage
4669,ter. locomotion,forage
4670,ter. locomotion,forage
4671,ter. locomotion,forage
4672,ter. locomotion,forage
4673,ter. locomotion,forage
4674,no locomotion,body care
4675,ter. locomotion,forage
4676,no locomotion,body care
4677,no locomotion,body care
4678,no locomotion,body care
4679,no locomotion,sit
4680,no locomotion,stand
4681,no locomotion,stand
4682,no locomotion,stand
4683,no locomotion,stand
4684,no locomotion,stand
4685,no locomotion,body care
4686,ter. locomotion,forage
4687,ter. locomotion,forage
4688,no locomotion,body care
4689,no locomotion,sit
4690,ter. locomotion,forage
4691,no locomotion,body care
4692,ter. locomotion,forage
4693,ter. locomotion,forage
4694,ter. locomotion,forage
4695,no locomotion,sit
4696,ter. locomotion,forage
4697,ter. locomotion,forage
4698,ter. locomotion,forage
4699,no locomotion,body care
4700,ter. locomotion,forage
4701,no locomotion,body care
4702,no locomotion,stand
4703,no locomotion,stand
4704,no locomotion,stand
4705,no locomotion,stand
4706,no locomotion,stand
4707,no locomotion,stand
4708,no locomotion,stand
4709,no locomotion,stand
4710,no locomotion,body care
4711,no locomotion,stand
4712,no locomotion,body care
4713,ter. locomotion,forage
4714,no locomotion,sit
4715,no locomotion,stand
4716,no locomotion,sit
4717,no locomotion,body care
4718,ter. locomotion,forage
4719,ter. locomotion,forage
4720,ter. locomotion,forage
4721,ter. locomotion,forage
4722,ter. locomotion,forage
4723,fly,fly
4724,no locomotion,sit
4725,no locomotion,stand
4726,no locomotion,sit
4727,no locomotion,sit
4728,no locomotion,sit
4729,no locomotion,stand
4730,no locomotion,stand
4731,no locomotion,sit
4732,ter. locomotion,forage
4733,no locomotion,stand
4734,ter. locomotion,forage
4735,ter. locomotion,forage
4736,ter. locomotion,forage
4737,no locomotion,body care
4738,no locomotion,stand
4739,no locomotion,body care
4740,no locomotion,stand
4741,ter. locomotion,forage
4742,ter. locomotion,forage
4743,ter. locomotion,forage
4744,ter. locomotion,forage
4745,no locomotion,stand
4746,no locomotion,stand
4747,no locomotion,body care
4748,no locomotion,stand
4749,no locomotion,stand
4750,no locomotion,stand
4751,no locomotion,stand
4752,no locomotion,stand
4753,no locomotion,stand
4754,no locomotion,stand
4755,no locomotion,stand
4756,ter. locomotion,forage
4757,ter. locomotion,forage
4758,ter. locomotion,forage
4759,no locomotion,stand
4760,ter. locomotion,forage
4761,ter. locomotion,forage
4762,no locomotion,sit
4763,ter. locomotion,forage
4764,ter. locomotion,forage
4765,ter. locomotion,forage
4766,no locomotion,body care
4767,ter. locomotion,forage
4768,no locomotion,sit
4769,ter. locomotion,forage
4770,ter. locomotion,forage
4771,ter. locomotion,forage
4772,no locomotion,sit
4773,no locomotion,stand
4774,no locomotion,sit
4775,no locomotion,body care
4776,no locomotion,body care
4777,no locomotion,sit
4778,no locomotion,sit
4779,no locomotion,body care
4780,ter. locomotion,forage
4781,no locomotion,body care
4782,ter. locomotion,forage
4783,no locomotion,body care
4784,ter. locomotion,forage
4785,no locomotion,stand
4786,ter. locomotion,forage
4787,ter. locomotion,forage
4788,ter. locomotion,forage
4789,no locomotion,stand
4790,ter. locomotion,forage
4791,ter. locomotion,forage
4792,ter. locomotion,forage
4793,no locomotion,stand
4794,no locomotion,body care
4795,no locomotion,stand
4796,ter. locomotion,forage
4797,no locomotion,sit
4798,no locomotion,stand
4799,no locomotion,stand
4800,no locomotion,body care
4801,no locomotion,stand
4802,no locomotion,body care
4803,no locomotion,stand
4804,ter. locomotion,forage
4805,ter. locomotion,forage
4806,no locomotion,sit
4807,no locomotion,body care
4808,no locomotion,sit
4809,ter. locomotion,forage
4810,no locomotion,stand
4811,ter. locomotion,forage
4812,ter. locomotion,forage
4813,no locomotion,stand
4814,ter. locomotion,forage
4815,no locomotion,sit
4816,ter. locomotion,forage
4817,no locomotion,sit
4818,ter. locomotion,forage
4819,no locomotion,sit
4820,no locomotion,stand
4821,no locomotion,stand
4822,no locomotion,stand
4823,no locomotion,sit
4824,no locomotion,sit
4825,no locomotion,sit
4826,no locomotion,body care
4827,ter. locomotion,forage
4828,ter. locomotion,forage
4829,ter. locomotion,forage
4830,ter. locomotion,forage
4831,ter. locomotion,forage
4832,ter. locomotion,forage
4833,ter. locomotion,forage
4834,ter. locomotion,forage
4835,ter. locomotion,forage
4836,ter. locomotion,forage
4837,ter. locomotion,forage
4838,ter. locomotion,sit
4839,no locomotion,sit
4840,no locomotion,stand
4841,no locomotion,stand
4842,ter. locomotion,forage
4843,no locomotion,stand
4844,no locomotion,sit
4845,ter. locomotion,forage
4846,no locomotion,stand
4847,ter. locomotion,forage
4848,no locomotion,stand
4849,no locomotion,stand
4850,ter. locomotion,forage
4851,no locomotion,stand
4852,no locomotion,body care
4853,ter. locomotion,forage
4854,ter. locomotion,forage
4855,ter. locomotion,forage
4856,ter. locomotion,forage
4857,ter. locomotion,forage
4858,no locomotion,stand
4859,ter. locomotion,forage
4860,ter. locomotion,forage
4861,ter. locomotion,forage
4862,no locomotion,body care
4863,ter. locomotion,forage
4864,ter. locomotion,forage
4865,ter. locomotion,forage
4866,ter. locomotion,forage
4867,ter. locomotion,forage
4868,ter. locomotion,forage
4869,ter. locomotion,forage
4870,ter. locomotion,forage
4871,no locomotion,body care
4872,no locomotion,stand
4873,no locomotion,stand
4874,no locomotion,stand
4875,no locomotion,stand
4876,no locomotion,body care
4877,ter. locomotion,forage
4878,ter. locomotion,forage
4879,ter. locomotion,forage
4880,no locomotion,stand
4881,no locomotion,sit
4882,no locomotion,sit
4883,no locomotion,body care
4884,no locomotion,body care
4885,no locomotion,stand
4886,ter. locomotion,forage
4887,ter. locomotion,forage
4888,no locomotion,stand
4889,ter. locomotion,forage
4890,no locomotion,sit
4891,no locomotion,stand
4892,ter. locomotion,sit
4893,ter. locomotion,forage
4894,no locomotion,sit
4895,no locomotion,sit
4896,no locomotion,body care
4897,no locomotion,sit
4898,ter. locomotion,forage
4899,ter. locomotion,forage
4900,no locomotion,body care
4901,no locomotion,stand
4902,no locomotion,body care
4903,ter. locomotion,forage
4904,ter. locomotion,forage
4905,ter. locomotion,forage
4906,ter. locomotion,forage
4907,no locomotion,sit
4908,ter. locomotion,forage
4909,no locomotion,body care
4910,ter. locomotion,forage
4911,ter. locomotion,forage
4912,ter. locomotion,forage
4913,no locomotion,stand
4914,ter. locomotion,forage
4915,ter. locomotion,forage
4916,ter. locomotion,forage
4917,ter. locomotion,forage
4918,ter. locomotion,forage
4919,ter. locomotion,forage
4920,ter. locomotion,forage
4921,no locomotion,body care
4922,no locomotion,sit
4923,ter. locomotion,forage
4924,ter. locomotion,forage
4925,ter. locomotion,forage
4926,no locomotion,stand
4927,no locomotion,stand
4928,no locomotion,stand
4929,no locomotion,stand
4930,no locomotion,stand
4931,no locomotion,stand
4932,no locomotion,stand
4933,no locomotion,sit
4934,ter. locomotion,forage
4935,no locomotion,sit
4936,no locomotion,body care
4937,ter. locomotion,forage
4938,no locomotion,sit
4939,ter. locomotion,forage
4940,ter. locomotion,forage
4941,no locomotion,body care
4942,ter. locomotion,forage
4943,ter. locomotion,forage
4944,ter. locomotion,forage
4945,ter. locomotion,sit
4946,no locomotion,stand
4947,no locomotion,body care
4948,no locomotion,stand
4949,no locomotion,stand
4950,no locomotion,body care
4951,no locomotion,stand
4952,no locomotion,stand
4953,ter. locomotion,forage
4954,ter. locomotion,forage
4955,ter. locomotion,forage
4956,no locomotion,stand
4957,ter. locomotion,forage
4958,ter. locomotion,forage
4959,no locomotion,sit
4960,no locomotion,stand
4961,no locomotion,stand
4962,no locomotion,body care
4963,no locomotion,stand
4964,no locomotion,stand
4965,no locomotion,stand
4966,ter. locomotion,forage
4967,no locomotion,sit
4968,no locomotion,body care
4969,no locomotion,stand
4970,no locomotion,stand
4971,no locomotion,body care
4972,no locomotion,stand
4973,no locomotion,stand
4974,no locomotion,stand
4975,no locomotion,stand
4976,no locomotion,stand
4977,no locomotion,body care
4978,ter. locomotion,forage
4979,ter. locomotion,forage
4980,no locomotion,stand
4981,no locomotion,stand
4982,no locomotion,stand
4983,ter. locomotion,forage
4984,no locomotion,stand
4985,no locomotion,body care
4986,no locomotion,stand
4987,no locomotion,stand
4988,no locomotion,stand
4989,ter. locomotion,forage
4990,no locomotion,body care
4991,no locomotion,stand
4992,no locomotion,stand
4993,ter. locomotion,forage
4994,ter. locomotion,forage
4995,ter. locomotion,forage
4996,ter. locomotion,forage
4997,no locomotion,sit
4998,fly,fly
4999,no locomotion,stand
5000,no locomotion,stand
5001,no locomotion,stand
5002,ter. locomotion,forage
5003,no locomotion,body care
5004,ter. locomotion,forage
5005,ter. locomotion,forage
5006,ter. locomotion,forage
5007,no locomotion,stand
5008,no locomotion,stand
5009,no locomotion,stand
5010,no locomotion,stand
5011,no locomotion,stand
5012,no locomotion,stand
5013,no locomotion,stand
5014,no locomotion,body care
5015,ter. locomotion,body care
5016,no locomotion,sit
5017,no locomotion,body care
5018,no locomotion,stand
5019,no locomotion,body care
5020,ter. locomotion,forage
5021,no locomotion,stand
5022,no locomotion,stand
5023,ter. locomotion,forage
5024,no locomotion,body care
5025,ter. locomotion,forage
5026,no locomotion,sit
5027,no locomotion,stand
5028,no locomotion,stand
5029,no locomotion,stand
5030,no locomotion,stand
5031,ter. locomotion,forage
5032,no locomotion,sit
5033,no locomotion,stand
5034,ter. locomotion,sit
5035,ter. locomotion,forage
5036,no locomotion,stand
5037,ter. locomotion,forage
5038,no locomotion,sit
5039,no locomotion,body care
5040,no locomotion,stand
5041,no locomotion,stand
5042,no locomotion,sit
5043,no locomotion,body care
5044,no locomotion,stand
5045,no locomotion,stand
5046,ter. locomotion,forage
5047,no locomotion,body care
5048,no locomotion,body care
5049,no locomotion,stand
5050,ter. locomotion,forage
5051,no locomotion,body care
5052,ter. locomotion,forage
5053,ter. locomotion,forage
5054,ter. locomotion,forage
5055,ter. locomotion,forage
5056,ter. locomotion,forage
5057,ter. locomotion,forage
5058,ter. locomotion,forage
5059,no locomotion,stand
5060,no locomotion,stand
5061,no locomotion,stand
5062,no locomotion,stand
5063,no locomotion,stand
5064,fly,fly
5065,ter. locomotion,forage
5066,ter. locomotion,forage
5067,no locomotion,body care
5068,no locomotion,stand
5069,ter. locomotion,forage
5070,no locomotion,stand
5071,no locomotion,body care
5072,no locomotion,stand
5073,no locomotion,stand
5074,no locomotion,stand
5075,ter. locomotion,forage
5076,ter. locomotion,forage
5077,no locomotion,sit
5078,no locomotion,body care
5079,no locomotion,stand
5080,no locomotion,stand
5081,no locomotion,stand
5082,no locomotion,sit
5083,no locomotion,body care
5084,no locomotion,stand
5085,no locomotion,stand
5086,no locomotion,stand
5087,no locomotion,body care
5088,ter. locomotion,forage
5089,ter. locomotion,forage
5090,ter. locomotion,forage
5091,ter. locomotion,forage
5092,no locomotion,stand
5093,no locomotion,stand
5094,fly,fly
5095,fly,fly
5096,no locomotion,stand
5097,no locomotion,body care
5098,no locomotion,stand
5099,no locomotion,stand
5100,no locomotion,body care
5101,ter. locomotion,forage
5102,ter. locomotion,forage
5103,ter. locomotion,forage
5104,ter. locomotion,forage
5105,ter. locomotion,forage
5106,no locomotion,stand
5107,no locomotion,stand
5108,no locomotion,stand
5109,no locomotion,stand
5110,no locomotion,body care
5111,no locomotion,body care
5112,no locomotion,stand
5113,no locomotion,stand
5114,ter. locomotion,forage
5115,ter. locomotion,forage
5116,ter. locomotion,forage
5117,ter. locomotion,forage
5118,no locomotion,stand
5119,no locomotion,body care
5120,ter. locomotion,forage
5121,no locomotion,body care
5122,no locomotion,stand
5123,ter. locomotion,forage
5124,ter. locomotion,forage
5125,no locomotion,stand
5126,no locomotion,stand
5127,no locomotion,stand
5128,no locomotion,stand
5129,no locomotion,stand
5130,no locomotion,body care
5131,no locomotion,stand
5132,no locomotion,body care
5133,no locomotion,stand
5134,no locomotion,stand
5135,no locomotion,body care
5136,no locomotion,stand
5137,no locomotion,stand
5138,no locomotion,stand
5139,ter. locomotion,forage
5140,ter. locomotion,forage
5141,no locomotion,sit
5142,ter. locomotion,forage
5143,no locomotion,sit
5144,no locomotion,sit
5145,no locomotion,stand
5146,no locomotion,stand
5147,no locomotion,stand
5148,no locomotion,stand
5149,no locomotion,sit
5150,ter. locomotion,forage
5151,ter. locomotion,forage
5152,no locomotion,stand
5153,ter. locomotion,forage
5154,fly,fly
5155,ter. locomotion,forage
5156,no locomotion,body care
5157,no locomotion,sit
5158,no locomotion,stand
5159,no locomotion,stand
5160,no locomotion,stand
5161,ter. locomotion,forage
5162,ter. locomotion,forage
5163,ter. locomotion,forage
5164,no locomotion,stand
5165,ter. locomotion,forage
5166,ter. locomotion,forage
5167,no locomotion,stand
5168,no locomotion,stand
5169,no locomotion,sit
5170,ter. locomotion,forage
5171,no locomotion,stand
5172,no locomotion,stand
5173,no locomotion,stand
5174,no locomotion,stand
5175,no locomotion,stand
5176,no locomotion,stand
5177,no locomotion,stand
5178,no locomotion,stand
5179,no locomotion,body care
5180,no locomotion,stand
5181,no locomotion,sit
5182,no locomotion,stand
5183,no locomotion,body care
5184,no locomotion,body care
5185,no locomotion,stand
5186,ter. locomotion,body care
5187,ter. locomotion,forage
5188,ter. locomotion,forage
5189,no locomotion,stand
5190,no locomotion,stand
5191,ter. locomotion,forage
5192,no locomotion,body care
5193,no locomotion,stand
5194,no locomotion,stand
5195,no locomotion,stand
5196,no locomotion,body care
5197,ter. locomotion,forage
5198,ter. locomotion,forage
5199,ter. locomotion,forage
5200,ter. locomotion,forage
5201,no locomotion,sit
5202,ter. locomotion,forage
5203,no locomotion,body care
5204,ter. locomotion,forage
5205,no locomotion,stand
5206,no locomotion,stand
5207,no locomotion,body care
5208,no locomotion,body care
5209,ter. locomotion,forage
5210,no locomotion,stand
5211,no locomotion,stand
5212,no locomotion,sit
5213,ter. locomotion,forage
5214,no locomotion,stand
5215,ter. locomotion,forage
5216,no locomotion,sit
5217,ter. locomotion,forage
5218,no locomotion,stand
5219,ter. locomotion,forage
5220,no locomotion,stand
5221,no locomotion,stand
5222,no locomotion,stand
5223,no locomotion,stand
5224,no locomotion,stand
5225,no locomotion,stand
5226,no locomotion,stand
5227,no locomotion,body care
5228,no locomotion,stand
5229,ter. locomotion,forage
5230,no locomotion,stand
5231,no locomotion,stand
5232,no locomotion,body care
5233,no locomotion,stand
5234,no locomotion,stand
5235,ter. locomotion,forage
5236,ter. locomotion,forage
5237,no locomotion,sit
5238,no locomotion,stand
5239,ter. locomotion,forage
5240,ter. locomotion,forage
5241,no locomotion,stand
5242,no locomotion,stand
5243,no locomotion,body care
5244,no locomotion,stand
5245,no locomotion,stand
5246,ter. locomotion,forage
5247,ter. locomotion,forage
5248,ter. locomotion,forage
5249,no locomotion,body care
5250,ter. locomotion,forage
5251,no locomotion,body care
5252,no locomotion,body care
5253,no locomotion,stand
5254,no locomotion,stand
5255,no locomotion,stand
5256,no locomotion,stand
5257,no locomotion,stand
5258,ter. locomotion,forage
5259,ter. locomotion,forage
5260,no locomotion,sit
5261,no locomotion,stand
5262,no locomotion,stand
5263,no locomotion,sit
5264,no locomotion,stand
5265,ter. locomotion,forage
5266,no locomotion,body care
5267,no locomotion,body care
5268,no locomotion,stand
5269,no locomotion,stand
5270,no locomotion,stand
5271,no locomotion,stand
5272,no locomotion,body care
5273,no locomotion,stand
5274,no locomotion,stand
5275,no locomotion,stand
5276,no locomotion,stand
5277,no locomotion,stand
5278,ter. locomotion,forage
5279,no locomotion,stand
5280,ter. locomotion,forage
5281,ter. locomotion,forage
5282,ter. locomotion,forage
5283,ter. locomotion,forage
5284,ter. locomotion,forage
5285,no locomotion,stand
5286,no locomotion,body care
5287,no locomotion,body care
5288,no locomotion,stand
5289,ter. locomotion,forage
5290,no locomotion,stand
5291,ter. locomotion,forage
5292,no locomotion,stand
5293,ter. locomotion,forage
5294,ter. locomotion,forage
5295,ter. locomotion,forage
5296,ter. locomotion,forage
5297,ter. locomotion,forage
5298,ter. locomotion,forage
5299,no locomotion,body care
5300,no locomotion,body care
5301,no locomotion,stand
5302,ter. locomotion,forage
5303,no locomotion,stand
5304,no locomotion,body care
5305,ter. locomotion,forage
5306,no locomotion,stand
5307,ter. locomotion,forage
5308,no locomotion,stand
5309,no locomotion,stand
5310,no locomotion,body care
5311,no locomotion,stand
5312,no locomotion,sit
5313,no locomotion,stand
5314,no locomotion,body care
5315,no locomotion,stand
5316,ter. locomotion,forage
5317,no locomotion,stand
5318,no locomotion,stand
5319,no locomotion,stand
5320,no locomotion,stand
5321,no locomotion,stand
5322,no locomotion,stand
5323,no locomotion,body care
5324,no locomotion,stand
5325,no locomotion,stand
5326,no locomotion,body care
5327,ter. locomotion,forage
5328,ter. locomotion,forage
5329,ter. locomotion,forage
5330,ter. locomotion,forage
5331,ter. locomotion,forage
5332,ter. locomotion,forage
5333,ter. locomotion,forage
5334,no locomotion,stand
5335,fly,fly
5336,no locomotion,stand
5337,no locomotion,stand
5338,no locomotion,stand
5339,no locomotion,body care
5340,no locomotion,stand
5341,no locomotion,stand
5342,no locomotion,stand
5343,fly,fly
5344,ter. locomotion,forage
5345,ter. locomotion,forage
5346,ter. locomotion,forage
5347,ter. locomotion,forage
5348,ter. locomotion,forage
5349,no locomotion,stand
5350,ter. locomotion,forage
5351,ter. locomotion,forage
5352,ter. locomotion,forage
5353,ter. locomotion,forage
5354,no locomotion,stand
5355,no locomotion,stand
5356,fly,fly
5357,no locomotion,sit
5358,no locomotion,sit
5359,no locomotion,sit
5360,ter. locomotion,forage
5361,no locomotion,sit
5362,no locomotion,stand
5363,no locomotion,stand
5364,no locomotion,stand
5365,no locomotion,stand
5366,no locomotion,stand
5367,no locomotion,stand
5368,no locomotion,stand
5369,no locomotion,stand
5370,no locomotion,sit
5371,no locomotion,body care
5372,no locomotion,body care
5373,no locomotion,stand
5374,ter. locomotion,forage
5375,ter. locomotion,forage
5376,no locomotion,body care
5377,ter. locomotion,forage
5378,no locomotion,body care
5379,ter. locomotion,forage
5380,ter. locomotion,forage
5381,ter. locomotion,forage
5382,ter. locomotion,forage
5383,ter. locomotion,forage
5384,ter. locomotion,forage
5385,ter. locomotion,forage
